frame,n_deposited_mg,z_order_0002,I0002_z,I10m10_xy,texture_I0002_over_I10m10,mean_height_A
2053,0,nan,nan,nan,nan,nan
2054,0,nan,nan,nan,nan,nan
2055,0,nan,nan,nan,nan,nan
2056,0,nan,nan,nan,nan,nan
2057,0,nan,nan,nan,nan,nan
2058,0,nan,nan,nan,nan,nan
2059,0,nan,nan,nan,nan,nan
2060,0,nan,nan,nan,nan,nan
2061,0,nan,nan,nan,nan,nan
2062,0,nan,nan,nan,nan,nan
2063,0,nan,nan,nan,nan,nan
2064,0,nan,nan,nan,nan,nan
2065,0,nan,nan,nan,nan,nan
2066,0,nan,nan,nan,nan,nan
2067,0,nan,nan,nan,nan,nan
2068,0,nan,nan,nan,nan,nan
2069,0,nan,nan,nan,nan,nan
2070,0,nan,nan,nan,nan,nan
2071,0,nan,nan,nan,nan,nan
2072,0,nan,nan,nan,nan,nan
2073,0,nan,nan,nan,nan,nan
2074,0,nan,nan,nan,nan,nan
2075,0,nan,nan,nan,nan,nan
2076,0,nan,nan,nan,nan,nan
2077,0,nan,nan,nan,nan,nan
2078,0,nan,nan,nan,nan,nan
2079,0,nan,nan,nan,nan,nan
2080,0,nan,nan,nan,nan,nan
2081,0,nan,nan,nan,nan,nan
2082,0,nan,nan,nan,nan,nan
2083,0,nan,nan,nan,nan,nan
2084,0,nan,nan,nan,nan,nan
2085,0,nan,nan,nan,nan,nan
2086,0,nan,nan,nan,nan,nan
2087,0,nan,nan,nan,nan,nan
2088,0,nan,nan,nan,nan,nan
2089,0,nan,nan,nan,nan,nan
2090,0,nan,nan,nan,nan,nan
2091,0,nan,nan,nan,nan,nan
2092,0,nan,nan,nan,nan,nan
2093,0,nan,nan,nan,nan,nan
2094,0,nan,nan,nan,nan,nan
2095,0,nan,nan,nan,nan,nan
2096,0,nan,nan,nan,nan,nan
2097,0,nan,nan,nan,nan,nan
2098,0,nan,nan,nan,nan,nan
2099,0,nan,nan,nan,nan,nan
2100,0,nan,nan,nan,nan,nan
2101,0,nan,nan,nan,nan,nan
2102,0,nan,nan,nan,nan,nan
2103,0,nan,nan,nan,nan,nan
2104,0,nan,nan,nan,nan,nan
2105,0,nan,nan,nan,nan,nan
2106,0,nan,nan,nan,nan,nan
2107,0,nan,nan,nan,nan,nan
2108,0,nan,nan,nan,nan,nan
2109,0,nan,nan,nan,nan,nan
2110,0,nan,nan,nan,nan,nan
2111,0,nan,nan,nan,nan,nan
2112,0,nan,nan,nan,nan,nan
2113,0,nan,nan,nan,nan,nan
2114,0,nan,nan,nan,nan,nan
2115,0,nan,nan,nan,nan,nan
2116,0,nan,nan,nan,nan,nan
2117,0,nan,nan,nan,nan,nan
2118,0,nan,nan,nan,nan,nan
2119,0,nan,nan,nan,nan,nan
2120,0,nan,nan,nan,nan,nan
2121,0,nan,nan,nan,nan,nan
2122,0,nan,nan,nan,nan,nan
2123,0,nan,nan,nan,nan,nan
2124,0,nan,nan,nan,nan,nan
2125,0,nan,nan,nan,nan,nan
2126,0,nan,nan,nan,nan,nan
2127,0,nan,nan,nan,nan,nan
2128,0,nan,nan,nan,nan,nan
2129,0,nan,nan,nan,nan,nan
2130,0,nan,nan,nan,nan,nan
2131,0,nan,nan,nan,nan,nan
2132,0,nan,nan,nan,nan,nan
2133,0,nan,nan,nan,nan,nan
2134,0,nan,nan,nan,nan,nan
2135,0,nan,nan,nan,nan,nan
2136,0,nan,nan,nan,nan,nan
2137,0,nan,nan,nan,nan,nan
2138,0,nan,nan,nan,nan,nan
2139,0,nan,nan,nan,nan,nan
2140,0,nan,nan,nan,nan,nan
2141,0,nan,nan,nan,nan,nan
2142,0,nan,nan,nan,nan,nan
2143,0,nan,nan,nan,nan,nan
2144,0,nan,nan,nan,nan,nan
2145,0,nan,nan,nan,nan,nan
2146,0,nan,nan,nan,nan,nan
2147,0,nan,nan,nan,nan,nan
2148,0,nan,nan,nan,nan,nan
2149,0,nan,nan,nan,nan,nan
2150,0,nan,nan,nan,nan,nan
2151,0,nan,nan,nan,nan,nan
2152,0,nan,nan,nan,nan,nan
2153,0,nan,nan,nan,nan,nan
2154,0,nan,nan,nan,nan,nan
2155,0,nan,nan,nan,nan,nan
2156,0,nan,nan,nan,nan,nan
2157,0,nan,nan,nan,nan,nan
2158,0,nan,nan,nan,nan,nan
2159,0,nan,nan,nan,nan,nan
2160,0,nan,nan,nan,nan,nan
2161,0,nan,nan,nan,nan,nan
2162,0,nan,nan,nan,nan,nan
2163,0,nan,nan,nan,nan,nan
2164,0,nan,nan,nan,nan,nan
2165,0,nan,nan,nan,nan,nan
2166,0,nan,nan,nan,nan,nan
2167,0,nan,nan,nan,nan,nan
2168,0,nan,nan,nan,nan,nan
2169,0,nan,nan,nan,nan,nan
2170,0,nan,nan,nan,nan,nan
2171,0,nan,nan,nan,nan,nan
2172,0,nan,nan,nan,nan,nan
2173,0,nan,nan,nan,nan,nan
2174,0,nan,nan,nan,nan,nan
2175,0,nan,nan,nan,nan,nan
2176,0,nan,nan,nan,nan,nan
2177,0,nan,nan,nan,nan,nan
2178,0,nan,nan,nan,nan,nan
2179,0,nan,nan,nan,nan,nan
2180,0,nan,nan,nan,nan,nan
2181,0,nan,nan,nan,nan,nan
2182,0,nan,nan,nan,nan,nan
2183,0,nan,nan,nan,nan,nan
2184,0,nan,nan,nan,nan,nan
2185,0,nan,nan,nan,nan,nan
2186,0,nan,nan,nan,nan,nan
2187,0,nan,nan,nan,nan,nan
2188,0,nan,nan,nan,nan,nan
2189,0,nan,nan,nan,nan,nan
2190,0,nan,nan,nan,nan,nan
2191,0,nan,nan,nan,nan,nan
2192,0,nan,nan,nan,nan,nan
2193,0,nan,nan,nan,nan,nan
2194,0,nan,nan,nan,nan,nan
2195,0,nan,nan,nan,nan,nan
2196,0,nan,nan,nan,nan,nan
2197,0,nan,nan,nan,nan,nan
2198,0,nan,nan,nan,nan,nan
2199,0,nan,nan,nan,nan,nan
2200,0,nan,nan,nan,nan,nan
2201,0,nan,nan,nan,nan,nan
2202,0,nan,nan,nan,nan,nan
2203,0,nan,nan,nan,nan,nan
2204,0,nan,nan,nan,nan,nan
2205,0,nan,nan,nan,nan,nan
2206,0,nan,nan,nan,nan,nan
2207,0,nan,nan,nan,nan,nan
2208,0,nan,nan,nan,nan,nan
2209,0,nan,nan,nan,nan,nan
2210,0,nan,nan,nan,nan,nan
2211,0,nan,nan,nan,nan,nan
2212,0,nan,nan,nan,nan,nan
2213,0,nan,nan,nan,nan,nan
2214,0,nan,nan,nan,nan,nan
2215,0,nan,nan,nan,nan,nan
2216,0,nan,nan,nan,nan,nan
2217,0,nan,nan,nan,nan,nan
2218,0,nan,nan,nan,nan,nan
2219,0,nan,nan,nan,nan,nan
2220,0,nan,nan,nan,nan,nan
2221,0,nan,nan,nan,nan,nan
2222,0,nan,nan,nan,nan,nan
2223,0,nan,nan,nan,nan,nan
2224,0,nan,nan,nan,nan,nan
2225,0,nan,nan,nan,nan,nan
2226,0,nan,nan,nan,nan,nan
2227,0,nan,nan,nan,nan,nan
2228,0,nan,nan,nan,nan,nan
2229,0,nan,nan,nan,nan,nan
2230,0,nan,nan,nan,nan,nan
2231,0,nan,nan,nan,nan,nan
2232,0,nan,nan,nan,nan,nan
2233,0,nan,nan,nan,nan,nan
2234,0,nan,nan,nan,nan,nan
2235,0,nan,nan,nan,nan,nan
2236,0,nan,nan,nan,nan,nan
2237,0,nan,nan,nan,nan,nan
2238,0,nan,nan,nan,nan,nan
2239,0,nan,nan,nan,nan,nan
2240,0,nan,nan,nan,nan,nan
2241,0,nan,nan,nan,nan,nan
2242,0,nan,nan,nan,nan,nan
2243,0,nan,nan,nan,nan,nan
2244,0,nan,nan,nan,nan,nan
2245,0,nan,nan,nan,nan,nan
2246,0,nan,nan,nan,nan,nan
2247,0,nan,nan,nan,nan,nan
2248,0,nan,nan,nan,nan,nan
2249,0,nan,nan,nan,nan,nan
2250,0,nan,nan,nan,nan,nan
2251,0,nan,nan,nan,nan,nan
2252,0,nan,nan,nan,nan,nan
2253,0,nan,nan,nan,nan,nan
2254,0,nan,nan,nan,nan,nan
2255,0,nan,nan,nan,nan,nan
2256,0,nan,nan,nan,nan,nan
2257,0,nan,nan,nan,nan,nan
2258,0,nan,nan,nan,nan,nan
2259,0,nan,nan,nan,nan,nan
2260,0,nan,nan,nan,nan,nan
2261,0,nan,nan,nan,nan,nan
2262,0,nan,nan,nan,nan,nan
2263,0,nan,nan,nan,nan,nan
2264,0,nan,nan,nan,nan,nan
2265,0,nan,nan,nan,nan,nan
2266,0,nan,nan,nan,nan,nan
2267,0,nan,nan,nan,nan,nan
2268,0,nan,nan,nan,nan,nan
2269,0,nan,nan,nan,nan,nan
2270,0,nan,nan,nan,nan,nan
2271,0,nan,nan,nan,nan,nan
2272,0,nan,nan,nan,nan,nan
2273,0,nan,nan,nan,nan,nan
2274,0,nan,nan,nan,nan,nan
2275,0,nan,nan,nan,nan,nan
2276,0,nan,nan,nan,nan,nan
2277,0,nan,nan,nan,nan,nan
2278,0,nan,nan,nan,nan,nan
2279,0,nan,nan,nan,nan,nan
2280,0,nan,nan,nan,nan,nan
2281,0,nan,nan,nan,nan,nan
2282,0,nan,nan,nan,nan,nan
2283,0,nan,nan,nan,nan,nan
2284,0,nan,nan,nan,nan,nan
2285,0,nan,nan,nan,nan,nan
2286,0,nan,nan,nan,nan,nan
2287,0,nan,nan,nan,nan,nan
2288,0,nan,nan,nan,nan,nan
2289,0,nan,nan,nan,nan,nan
2290,0,nan,nan,nan,nan,nan
2291,0,nan,nan,nan,nan,nan
2292,0,nan,nan,nan,nan,nan
2293,0,nan,nan,nan,nan,nan
2294,0,nan,nan,nan,nan,nan
2295,0,nan,nan,nan,nan,nan
2296,0,nan,nan,nan,nan,nan
2297,0,nan,nan,nan,nan,nan
2298,0,nan,nan,nan,nan,nan
2299,0,nan,nan,nan,nan,nan
2300,0,nan,nan,nan,nan,nan
2301,0,nan,nan,nan,nan,nan
2302,0,nan,nan,nan,nan,nan
2303,0,nan,nan,nan,nan,nan
2304,0,nan,nan,nan,nan,nan
2305,0,nan,nan,nan,nan,nan
2306,0,nan,nan,nan,nan,nan
2307,0,nan,nan,nan,nan,nan
2308,0,nan,nan,nan,nan,nan
2309,0,nan,nan,nan,nan,nan
2310,0,nan,nan,nan,nan,nan
2311,0,nan,nan,nan,nan,nan
2312,0,nan,nan,nan,nan,nan
2313,0,nan,nan,nan,nan,nan
2314,0,nan,nan,nan,nan,nan
2315,0,nan,nan,nan,nan,nan
2316,0,nan,nan,nan,nan,nan
2317,0,nan,nan,nan,nan,nan
2318,0,nan,nan,nan,nan,nan
2319,0,nan,nan,nan,nan,nan
2320,0,nan,nan,nan,nan,nan
2321,0,nan,nan,nan,nan,nan
2322,0,nan,nan,nan,nan,nan
2323,0,nan,nan,nan,nan,nan
2324,0,nan,nan,nan,nan,nan
2325,0,nan,nan,nan,nan,nan
2326,0,nan,nan,nan,nan,nan
2327,0,nan,nan,nan,nan,nan
2328,0,nan,nan,nan,nan,nan
2329,0,nan,nan,nan,nan,nan
2330,0,nan,nan,nan,nan,nan
2331,0,nan,nan,nan,nan,nan
2332,0,nan,nan,nan,nan,nan
2333,0,nan,nan,nan,nan,nan
2334,0,nan,nan,nan,nan,nan
2335,0,nan,nan,nan,nan,nan
2336,0,nan,nan,nan,nan,nan
2337,0,nan,nan,nan,nan,nan
2338,0,nan,nan,nan,nan,nan
2339,0,nan,nan,nan,nan,nan
2340,0,nan,nan,nan,nan,nan
2341,0,nan,nan,nan,nan,nan
2342,0,nan,nan,nan,nan,nan
2343,0,nan,nan,nan,nan,nan
2344,0,nan,nan,nan,nan,nan
2345,0,nan,nan,nan,nan,nan
2346,0,nan,nan,nan,nan,nan
2347,0,nan,nan,nan,nan,nan
2348,0,nan,nan,nan,nan,nan
2349,0,nan,nan,nan,nan,nan
2350,0,nan,nan,nan,nan,nan
2351,0,nan,nan,nan,nan,nan
2352,0,nan,nan,nan,nan,nan
2353,0,nan,nan,nan,nan,nan
2354,0,nan,nan,nan,nan,nan
2355,0,nan,nan,nan,nan,nan
2356,0,nan,nan,nan,nan,nan
2357,0,nan,nan,nan,nan,nan
2358,0,nan,nan,nan,nan,nan
2359,0,nan,nan,nan,nan,nan
2360,0,nan,nan,nan,nan,nan
2361,0,nan,nan,nan,nan,nan
2362,0,nan,nan,nan,nan,nan
2363,0,nan,nan,nan,nan,nan
2364,0,nan,nan,nan,nan,nan
2365,0,nan,nan,nan,nan,nan
2366,0,nan,nan,nan,nan,nan
2367,0,nan,nan,nan,nan,nan
2368,0,nan,nan,nan,nan,nan
2369,0,nan,nan,nan,nan,nan
2370,0,nan,nan,nan,nan,nan
2371,0,nan,nan,nan,nan,nan
2372,0,nan,nan,nan,nan,nan
2373,0,nan,nan,nan,nan,nan
2374,0,nan,nan,nan,nan,nan
2375,0,nan,nan,nan,nan,nan
2376,0,nan,nan,nan,nan,nan
2377,0,nan,nan,nan,nan,nan
2378,0,nan,nan,nan,nan,nan
2379,0,nan,nan,nan,nan,nan
2380,0,nan,nan,nan,nan,nan
2381,0,nan,nan,nan,nan,nan
2382,0,nan,nan,nan,nan,nan
2383,0,nan,nan,nan,nan,nan
2384,0,nan,nan,nan,nan,nan
2385,0,nan,nan,nan,nan,nan
2386,0,nan,nan,nan,nan,nan
2387,0,nan,nan,nan,nan,nan
2388,0,nan,nan,nan,nan,nan
2389,0,nan,nan,nan,nan,nan
2390,0,nan,nan,nan,nan,nan
2391,0,nan,nan,nan,nan,nan
2392,0,nan,nan,nan,nan,nan
2393,0,nan,nan,nan,nan,nan
2394,0,nan,nan,nan,nan,nan
2395,0,nan,nan,nan,nan,nan
2396,0,nan,nan,nan,nan,nan
2397,0,nan,nan,nan,nan,nan
2398,0,nan,nan,nan,nan,nan
2399,0,nan,nan,nan,nan,nan
2400,0,nan,nan,nan,nan,nan
2401,0,nan,nan,nan,nan,nan
2402,0,nan,nan,nan,nan,nan
2403,0,nan,nan,nan,nan,nan
2404,0,nan,nan,nan,nan,nan
2405,0,nan,nan,nan,nan,nan
2406,0,nan,nan,nan,nan,nan
2407,0,nan,nan,nan,nan,nan
2408,0,nan,nan,nan,nan,nan
2409,0,nan,nan,nan,nan,nan
2410,0,nan,nan,nan,nan,nan
2411,0,nan,nan,nan,nan,nan
2412,0,nan,nan,nan,nan,nan
2413,0,nan,nan,nan,nan,nan
2414,0,nan,nan,nan,nan,nan
2415,0,nan,nan,nan,nan,nan
2416,0,nan,nan,nan,nan,nan
2417,0,nan,nan,nan,nan,nan
2418,0,nan,nan,nan,nan,nan
2419,0,nan,nan,nan,nan,nan
2420,0,nan,nan,nan,nan,nan
2421,0,nan,nan,nan,nan,nan
2422,0,nan,nan,nan,nan,nan
2423,0,nan,nan,nan,nan,nan
2424,0,nan,nan,nan,nan,nan
2425,0,nan,nan,nan,nan,nan
2426,0,nan,nan,nan,nan,nan
2427,0,nan,nan,nan,nan,nan
2428,0,nan,nan,nan,nan,nan
2429,0,nan,nan,nan,nan,nan
2430,0,nan,nan,nan,nan,nan
2431,0,nan,nan,nan,nan,nan
2432,0,nan,nan,nan,nan,nan
2433,0,nan,nan,nan,nan,nan
2434,0,nan,nan,nan,nan,nan
2435,0,nan,nan,nan,nan,nan
2436,0,nan,nan,nan,nan,nan
2437,0,nan,nan,nan,nan,nan
2438,0,nan,nan,nan,nan,nan
2439,0,nan,nan,nan,nan,nan
2440,0,nan,nan,nan,nan,nan
2441,0,nan,nan,nan,nan,nan
2442,0,nan,nan,nan,nan,nan
2443,0,nan,nan,nan,nan,nan
2444,0,nan,nan,nan,nan,nan
2445,0,nan,nan,nan,nan,nan
2446,0,nan,nan,nan,nan,nan
2447,0,nan,nan,nan,nan,nan
2448,0,nan,nan,nan,nan,nan
2449,0,nan,nan,nan,nan,nan
2450,0,nan,nan,nan,nan,nan
2451,0,nan,nan,nan,nan,nan
2452,0,nan,nan,nan,nan,nan
2453,0,nan,nan,nan,nan,nan
2454,0,nan,nan,nan,nan,nan
2455,0,nan,nan,nan,nan,nan
2456,0,nan,nan,nan,nan,nan
2457,0,nan,nan,nan,nan,nan
2458,0,nan,nan,nan,nan,nan
2459,0,nan,nan,nan,nan,nan
2460,0,nan,nan,nan,nan,nan
2461,0,nan,nan,nan,nan,nan
2462,0,nan,nan,nan,nan,nan
2463,0,nan,nan,nan,nan,nan
2464,0,nan,nan,nan,nan,nan
2465,0,nan,nan,nan,nan,nan
2466,0,nan,nan,nan,nan,nan
2467,0,nan,nan,nan,nan,nan
2468,0,nan,nan,nan,nan,nan
2469,0,nan,nan,nan,nan,nan
2470,0,nan,nan,nan,nan,nan
2471,0,nan,nan,nan,nan,nan
2472,0,nan,nan,nan,nan,nan
2473,0,nan,nan,nan,nan,nan
2474,0,nan,nan,nan,nan,nan
2475,0,nan,nan,nan,nan,nan
2476,0,nan,nan,nan,nan,nan
2477,0,nan,nan,nan,nan,nan
2478,0,nan,nan,nan,nan,nan
2479,0,nan,nan,nan,nan,nan
2480,0,nan,nan,nan,nan,nan
2481,0,nan,nan,nan,nan,nan
2482,0,nan,nan,nan,nan,nan
2483,0,nan,nan,nan,nan,nan
2484,0,nan,nan,nan,nan,nan
2485,0,nan,nan,nan,nan,nan
2486,0,nan,nan,nan,nan,nan
2487,0,nan,nan,nan,nan,nan
2488,0,nan,nan,nan,nan,nan
2489,0,nan,nan,nan,nan,nan
2490,0,nan,nan,nan,nan,nan
2491,0,nan,nan,nan,nan,nan
2492,0,nan,nan,nan,nan,nan
2493,0,nan,nan,nan,nan,nan
2494,0,nan,nan,nan,nan,nan
2495,0,nan,nan,nan,nan,nan
2496,0,nan,nan,nan,nan,nan
2497,0,nan,nan,nan,nan,nan
2498,0,nan,nan,nan,nan,nan
2499,0,nan,nan,nan,nan,nan
2500,0,nan,nan,nan,nan,nan
2501,0,nan,nan,nan,nan,nan
2502,0,nan,nan,nan,nan,nan
2503,0,nan,nan,nan,nan,nan
2504,0,nan,nan,nan,nan,nan
2505,0,nan,nan,nan,nan,nan
2506,0,nan,nan,nan,nan,nan
2507,0,nan,nan,nan,nan,nan
2508,0,nan,nan,nan,nan,nan
2509,0,nan,nan,nan,nan,nan
2510,0,nan,nan,nan,nan,nan
2511,0,nan,nan,nan,nan,nan
2512,0,nan,nan,nan,nan,nan
2513,0,nan,nan,nan,nan,nan
2514,0,nan,nan,nan,nan,nan
2515,0,nan,nan,nan,nan,nan
2516,0,nan,nan,nan,nan,nan
2517,0,nan,nan,nan,nan,nan
2518,0,nan,nan,nan,nan,nan
2519,0,nan,nan,nan,nan,nan
2520,0,nan,nan,nan,nan,nan
2521,0,nan,nan,nan,nan,nan
2522,0,nan,nan,nan,nan,nan
2523,0,nan,nan,nan,nan,nan
2524,0,nan,nan,nan,nan,nan
2525,0,nan,nan,nan,nan,nan
2526,0,nan,nan,nan,nan,nan
2527,0,nan,nan,nan,nan,nan
2528,0,nan,nan,nan,nan,nan
2529,0,nan,nan,nan,nan,nan
2530,0,nan,nan,nan,nan,nan
2531,0,nan,nan,nan,nan,nan
2532,0,nan,nan,nan,nan,nan
2533,0,nan,nan,nan,nan,nan
2534,0,nan,nan,nan,nan,nan
2535,0,nan,nan,nan,nan,nan
2536,0,nan,nan,nan,nan,nan
2537,0,nan,nan,nan,nan,nan
2538,0,nan,nan,nan,nan,nan
2539,0,nan,nan,nan,nan,nan
2540,0,nan,nan,nan,nan,nan
2541,0,nan,nan,nan,nan,nan
2542,0,nan,nan,nan,nan,nan
2543,0,nan,nan,nan,nan,nan
2544,0,nan,nan,nan,nan,nan
2545,0,nan,nan,nan,nan,nan
2546,0,nan,nan,nan,nan,nan
2547,0,nan,nan,nan,nan,nan
2548,0,nan,nan,nan,nan,nan
2549,0,nan,nan,nan,nan,nan
2550,0,nan,nan,nan,nan,nan
2551,0,nan,nan,nan,nan,nan
2552,0,nan,nan,nan,nan,nan
2553,0,nan,nan,nan,nan,nan
2554,0,nan,nan,nan,nan,nan
2555,0,nan,nan,nan,nan,nan
2556,0,nan,nan,nan,nan,nan
2557,0,nan,nan,nan,nan,nan
2558,0,nan,nan,nan,nan,nan
2559,0,nan,nan,nan,nan,nan
2560,0,nan,nan,nan,nan,nan
2561,0,nan,nan,nan,nan,nan
2562,0,nan,nan,nan,nan,nan
2563,0,nan,nan,nan,nan,nan
2564,0,nan,nan,nan,nan,nan
2565,0,nan,nan,nan,nan,nan
2566,0,nan,nan,nan,nan,nan
2567,0,nan,nan,nan,nan,nan
2568,0,nan,nan,nan,nan,nan
2569,0,nan,nan,nan,nan,nan
2570,0,nan,nan,nan,nan,nan
2571,0,nan,nan,nan,nan,nan
2572,0,nan,nan,nan,nan,nan
2573,0,nan,nan,nan,nan,nan
2574,0,nan,nan,nan,nan,nan
2575,0,nan,nan,nan,nan,nan
2576,0,nan,nan,nan,nan,nan
2577,0,nan,nan,nan,nan,nan
2578,0,nan,nan,nan,nan,nan
2579,0,nan,nan,nan,nan,nan
2580,0,nan,nan,nan,nan,nan
2581,0,nan,nan,nan,nan,nan
2582,0,nan,nan,nan,nan,nan
2583,0,nan,nan,nan,nan,nan
2584,0,nan,nan,nan,nan,nan
2585,0,nan,nan,nan,nan,nan
2586,0,nan,nan,nan,nan,nan
2587,0,nan,nan,nan,nan,nan
2588,0,nan,nan,nan,nan,nan
2589,0,nan,nan,nan,nan,nan
2590,0,nan,nan,nan,nan,nan
2591,0,nan,nan,nan,nan,nan
2592,0,nan,nan,nan,nan,nan
2593,0,nan,nan,nan,nan,nan
2594,0,nan,nan,nan,nan,nan
2595,0,nan,nan,nan,nan,nan
2596,0,nan,nan,nan,nan,nan
2597,0,nan,nan,nan,nan,nan
2598,0,nan,nan,nan,nan,nan
2599,0,nan,nan,nan,nan,nan
2600,0,nan,nan,nan,nan,nan
2601,0,nan,nan,nan,nan,nan
2602,0,nan,nan,nan,nan,nan
2603,0,nan,nan,nan,nan,nan
2604,0,nan,nan,nan,nan,nan
2605,0,nan,nan,nan,nan,nan
2606,0,nan,nan,nan,nan,nan
2607,0,nan,nan,nan,nan,nan
2608,0,nan,nan,nan,nan,nan
2609,0,nan,nan,nan,nan,nan
2610,0,nan,nan,nan,nan,nan
2611,0,nan,nan,nan,nan,nan
2612,0,nan,nan,nan,nan,nan
2613,0,nan,nan,nan,nan,nan
2614,0,nan,nan,nan,nan,nan
2615,0,nan,nan,nan,nan,nan
2616,0,nan,nan,nan,nan,nan
2617,0,nan,nan,nan,nan,nan
2618,0,nan,nan,nan,nan,nan
2619,0,nan,nan,nan,nan,nan
2620,0,nan,nan,nan,nan,nan
2621,0,nan,nan,nan,nan,nan
2622,0,nan,nan,nan,nan,nan
2623,0,nan,nan,nan,nan,nan
2624,0,nan,nan,nan,nan,nan
2625,0,nan,nan,nan,nan,nan
2626,0,nan,nan,nan,nan,nan
2627,0,nan,nan,nan,nan,nan
2628,0,nan,nan,nan,nan,nan
2629,0,nan,nan,nan,nan,nan
2630,0,nan,nan,nan,nan,nan
2631,0,nan,nan,nan,nan,nan
2632,0,nan,nan,nan,nan,nan
2633,0,nan,nan,nan,nan,nan
2634,0,nan,nan,nan,nan,nan
2635,0,nan,nan,nan,nan,nan
2636,0,nan,nan,nan,nan,nan
2637,0,nan,nan,nan,nan,nan
2638,0,nan,nan,nan,nan,nan
2639,0,nan,nan,nan,nan,nan
2640,0,nan,nan,nan,nan,nan
2641,0,nan,nan,nan,nan,nan
2642,0,nan,nan,nan,nan,nan
2643,0,nan,nan,nan,nan,nan
2644,0,nan,nan,nan,nan,nan
2645,0,nan,nan,nan,nan,nan
2646,0,nan,nan,nan,nan,nan
2647,0,nan,nan,nan,nan,nan
2648,0,nan,nan,nan,nan,nan
2649,0,nan,nan,nan,nan,nan
2650,0,nan,nan,nan,nan,nan
2651,0,nan,nan,nan,nan,nan
2652,0,nan,nan,nan,nan,nan
2653,0,nan,nan,nan,nan,nan
2654,0,nan,nan,nan,nan,nan
2655,0,nan,nan,nan,nan,nan
2656,0,nan,nan,nan,nan,nan
2657,0,nan,nan,nan,nan,nan
2658,0,nan,nan,nan,nan,nan
2659,0,nan,nan,nan,nan,nan
2660,0,nan,nan,nan,nan,nan
2661,0,nan,nan,nan,nan,nan
2662,0,nan,nan,nan,nan,nan
2663,0,nan,nan,nan,nan,nan
2664,0,nan,nan,nan,nan,nan
2665,0,nan,nan,nan,nan,nan
2666,0,nan,nan,nan,nan,nan
2667,0,nan,nan,nan,nan,nan
2668,0,nan,nan,nan,nan,nan
2669,0,nan,nan,nan,nan,nan
2670,0,nan,nan,nan,nan,nan
2671,0,nan,nan,nan,nan,nan
