frame,n_deposited_mg,z_order_0002,I0002_z,I10m10_xy,texture_I0002_over_I10m10,mean_height_A
1926,0,nan,nan,nan,nan,nan
1927,0,nan,nan,nan,nan,nan
1928,0,nan,nan,nan,nan,nan
1929,0,nan,nan,nan,nan,nan
1930,0,nan,nan,nan,nan,nan
1931,0,nan,nan,nan,nan,nan
1932,0,nan,nan,nan,nan,nan
1933,0,nan,nan,nan,nan,nan
1934,0,nan,nan,nan,nan,nan
1935,0,nan,nan,nan,nan,nan
1936,0,nan,nan,nan,nan,nan
1937,0,nan,nan,nan,nan,nan
1938,0,nan,nan,nan,nan,nan
1939,0,nan,nan,nan,nan,nan
1940,0,nan,nan,nan,nan,nan
1941,0,nan,nan,nan,nan,nan
1942,0,nan,nan,nan,nan,nan
1943,0,nan,nan,nan,nan,nan
1944,0,nan,nan,nan,nan,nan
1945,0,nan,nan,nan,nan,nan
1946,0,nan,nan,nan,nan,nan
1947,0,nan,nan,nan,nan,nan
1948,0,nan,nan,nan,nan,nan
1949,0,nan,nan,nan,nan,nan
1950,0,nan,nan,nan,nan,nan
1951,0,nan,nan,nan,nan,nan
1952,0,nan,nan,nan,nan,nan
1953,0,nan,nan,nan,nan,nan
1954,0,nan,nan,nan,nan,nan
1955,0,nan,nan,nan,nan,nan
1956,0,nan,nan,nan,nan,nan
1957,0,nan,nan,nan,nan,nan
1958,0,nan,nan,nan,nan,nan
1959,0,nan,nan,nan,nan,nan
1960,0,nan,nan,nan,nan,nan
1961,0,nan,nan,nan,nan,nan
1962,0,nan,nan,nan,nan,nan
1963,0,nan,nan,nan,nan,nan
1964,0,nan,nan,nan,nan,nan
1965,0,nan,nan,nan,nan,nan
1966,0,nan,nan,nan,nan,nan
1967,0,nan,nan,nan,nan,nan
1968,0,nan,nan,nan,nan,nan
1969,0,nan,nan,nan,nan,nan
1970,0,nan,nan,nan,nan,nan
1971,0,nan,nan,nan,nan,nan
1972,0,nan,nan,nan,nan,nan
1973,0,nan,nan,nan,nan,nan
1974,0,nan,nan,nan,nan,nan
1975,0,nan,nan,nan,nan,nan
1976,0,nan,nan,nan,nan,nan
1977,0,nan,nan,nan,nan,nan
1978,0,nan,nan,nan,nan,nan
1979,0,nan,nan,nan,nan,nan
1980,0,nan,nan,nan,nan,nan
1981,0,nan,nan,nan,nan,nan
1982,0,nan,nan,nan,nan,nan
1983,0,nan,nan,nan,nan,nan
1984,0,nan,nan,nan,nan,nan
1985,0,nan,nan,nan,nan,nan
1986,0,nan,nan,nan,nan,nan
1987,0,nan,nan,nan,nan,nan
1988,0,nan,nan,nan,nan,nan
1989,0,nan,nan,nan,nan,nan
1990,0,nan,nan,nan,nan,nan
1991,0,nan,nan,nan,nan,nan
1992,0,nan,nan,nan,nan,nan
1993,0,nan,nan,nan,nan,nan
1994,0,nan,nan,nan,nan,nan
1995,0,nan,nan,nan,nan,nan
1996,0,nan,nan,nan,nan,nan
1997,0,nan,nan,nan,nan,nan
1998,0,nan,nan,nan,nan,nan
1999,0,nan,nan,nan,nan,nan
2000,0,nan,nan,nan,nan,nan
2001,0,nan,nan,nan,nan,nan
2002,0,nan,nan,nan,nan,nan
2003,0,nan,nan,nan,nan,nan
2004,0,nan,nan,nan,nan,nan
2005,0,nan,nan,nan,nan,nan
2006,0,nan,nan,nan,nan,nan
2007,0,nan,nan,nan,nan,nan
2008,0,nan,nan,nan,nan,nan
2009,0,nan,nan,nan,nan,nan
2010,0,nan,nan,nan,nan,nan
2011,0,nan,nan,nan,nan,nan
2012,0,nan,nan,nan,nan,nan
2013,0,nan,nan,nan,nan,nan
2014,0,nan,nan,nan,nan,nan
2015,0,nan,nan,nan,nan,nan
2016,0,nan,nan,nan,nan,nan
2017,0,nan,nan,nan,nan,nan
2018,0,nan,nan,nan,nan,nan
2019,0,nan,nan,nan,nan,nan
2020,0,nan,nan,nan,nan,nan
2021,0,nan,nan,nan,nan,nan
2022,0,nan,nan,nan,nan,nan
2023,0,nan,nan,nan,nan,nan
2024,0,nan,nan,nan,nan,nan
2025,0,nan,nan,nan,nan,nan
2026,0,nan,nan,nan,nan,nan
2027,0,nan,nan,nan,nan,nan
2028,0,nan,nan,nan,nan,nan
2029,0,nan,nan,nan,nan,nan
2030,0,nan,nan,nan,nan,nan
2031,0,nan,nan,nan,nan,nan
2032,0,nan,nan,nan,nan,nan
2033,0,nan,nan,nan,nan,nan
2034,0,nan,nan,nan,nan,nan
2035,0,nan,nan,nan,nan,nan
2036,0,nan,nan,nan,nan,nan
2037,0,nan,nan,nan,nan,nan
2038,0,nan,nan,nan,nan,nan
2039,0,nan,nan,nan,nan,nan
2040,0,nan,nan,nan,nan,nan
2041,0,nan,nan,nan,nan,nan
2042,0,nan,nan,nan,nan,nan
2043,0,nan,nan,nan,nan,nan
2044,0,nan,nan,nan,nan,nan
2045,0,nan,nan,nan,nan,nan
2046,0,nan,nan,nan,nan,nan
2047,0,nan,nan,nan,nan,nan
2048,0,nan,nan,nan,nan,nan
2049,0,nan,nan,nan,nan,nan
2050,0,nan,nan,nan,nan,nan
2051,0,nan,nan,nan,nan,nan
2052,0,nan,nan,nan,nan,nan
2053,0,nan,nan,nan,nan,nan
2054,0,nan,nan,nan,nan,nan
2055,0,nan,nan,nan,nan,nan
2056,0,nan,nan,nan,nan,nan
2057,0,nan,nan,nan,nan,nan
2058,0,nan,nan,nan,nan,nan
2059,0,nan,nan,nan,nan,nan
2060,0,nan,nan,nan,nan,nan
2061,0,nan,nan,nan,nan,nan
2062,0,nan,nan,nan,nan,nan
2063,0,nan,nan,nan,nan,nan
2064,0,nan,nan,nan,nan,nan
2065,0,nan,nan,nan,nan,nan
2066,0,nan,nan,nan,nan,nan
2067,0,nan,nan,nan,nan,nan
2068,0,nan,nan,nan,nan,nan
2069,0,nan,nan,nan,nan,nan
2070,0,nan,nan,nan,nan,nan
2071,0,nan,nan,nan,nan,nan
2072,0,nan,nan,nan,nan,nan
2073,0,nan,nan,nan,nan,nan
2074,0,nan,nan,nan,nan,nan
2075,0,nan,nan,nan,nan,nan
2076,0,nan,nan,nan,nan,nan
2077,0,nan,nan,nan,nan,nan
2078,0,nan,nan,nan,nan,nan
2079,0,nan,nan,nan,nan,nan
2080,0,nan,nan,nan,nan,nan
2081,0,nan,nan,nan,nan,nan
2082,0,nan,nan,nan,nan,nan
2083,0,nan,nan,nan,nan,nan
2084,0,nan,nan,nan,nan,nan
2085,0,nan,nan,nan,nan,nan
2086,0,nan,nan,nan,nan,nan
2087,0,nan,nan,nan,nan,nan
2088,0,nan,nan,nan,nan,nan
2089,0,nan,nan,nan,nan,nan
2090,0,nan,nan,nan,nan,nan
2091,0,nan,nan,nan,nan,nan
2092,0,nan,nan,nan,nan,nan
2093,0,nan,nan,nan,nan,nan
2094,0,nan,nan,nan,nan,nan
2095,0,nan,nan,nan,nan,nan
2096,0,nan,nan,nan,nan,nan
2097,0,nan,nan,nan,nan,nan
2098,0,nan,nan,nan,nan,nan
2099,0,nan,nan,nan,nan,nan
2100,0,nan,nan,nan,nan,nan
2101,0,nan,nan,nan,nan,nan
2102,0,nan,nan,nan,nan,nan
2103,0,nan,nan,nan,nan,nan
2104,0,nan,nan,nan,nan,nan
2105,0,nan,nan,nan,nan,nan
2106,0,nan,nan,nan,nan,nan
2107,0,nan,nan,nan,nan,nan
2108,0,nan,nan,nan,nan,nan
2109,0,nan,nan,nan,nan,nan
2110,0,nan,nan,nan,nan,nan
2111,0,nan,nan,nan,nan,nan
2112,0,nan,nan,nan,nan,nan
2113,0,nan,nan,nan,nan,nan
2114,0,nan,nan,nan,nan,nan
2115,0,nan,nan,nan,nan,nan
2116,0,nan,nan,nan,nan,nan
2117,0,nan,nan,nan,nan,nan
2118,0,nan,nan,nan,nan,nan
2119,0,nan,nan,nan,nan,nan
2120,0,nan,nan,nan,nan,nan
2121,0,nan,nan,nan,nan,nan
2122,0,nan,nan,nan,nan,nan
2123,0,nan,nan,nan,nan,nan
2124,0,nan,nan,nan,nan,nan
2125,0,nan,nan,nan,nan,nan
2126,0,nan,nan,nan,nan,nan
2127,0,nan,nan,nan,nan,nan
2128,0,nan,nan,nan,nan,nan
2129,0,nan,nan,nan,nan,nan
2130,0,nan,nan,nan,nan,nan
2131,0,nan,nan,nan,nan,nan
2132,0,nan,nan,nan,nan,nan
2133,0,nan,nan,nan,nan,nan
2134,0,nan,nan,nan,nan,nan
2135,0,nan,nan,nan,nan,nan
2136,0,nan,nan,nan,nan,nan
2137,0,nan,nan,nan,nan,nan
2138,0,nan,nan,nan,nan,nan
2139,0,nan,nan,nan,nan,nan
2140,0,nan,nan,nan,nan,nan
2141,0,nan,nan,nan,nan,nan
2142,0,nan,nan,nan,nan,nan
2143,0,nan,nan,nan,nan,nan
2144,0,nan,nan,nan,nan,nan
2145,0,nan,nan,nan,nan,nan
2146,0,nan,nan,nan,nan,nan
2147,0,nan,nan,nan,nan,nan
2148,0,nan,nan,nan,nan,nan
2149,0,nan,nan,nan,nan,nan
2150,0,nan,nan,nan,nan,nan
2151,0,nan,nan,nan,nan,nan
2152,0,nan,nan,nan,nan,nan
2153,0,nan,nan,nan,nan,nan
2154,0,nan,nan,nan,nan,nan
2155,0,nan,nan,nan,nan,nan
2156,0,nan,nan,nan,nan,nan
2157,0,nan,nan,nan,nan,nan
2158,0,nan,nan,nan,nan,nan
2159,0,nan,nan,nan,nan,nan
2160,0,nan,nan,nan,nan,nan
2161,0,nan,nan,nan,nan,nan
2162,0,nan,nan,nan,nan,nan
2163,0,nan,nan,nan,nan,nan
2164,0,nan,nan,nan,nan,nan
2165,0,nan,nan,nan,nan,nan
2166,0,nan,nan,nan,nan,nan
2167,0,nan,nan,nan,nan,nan
2168,0,nan,nan,nan,nan,nan
2169,0,nan,nan,nan,nan,nan
2170,0,nan,nan,nan,nan,nan
2171,0,nan,nan,nan,nan,nan
2172,0,nan,nan,nan,nan,nan
2173,0,nan,nan,nan,nan,nan
2174,0,nan,nan,nan,nan,nan
2175,0,nan,nan,nan,nan,nan
2176,0,nan,nan,nan,nan,nan
2177,0,nan,nan,nan,nan,nan
2178,0,nan,nan,nan,nan,nan
2179,0,nan,nan,nan,nan,nan
2180,0,nan,nan,nan,nan,nan
2181,0,nan,nan,nan,nan,nan
2182,0,nan,nan,nan,nan,nan
2183,0,nan,nan,nan,nan,nan
2184,0,nan,nan,nan,nan,nan
2185,0,nan,nan,nan,nan,nan
2186,0,nan,nan,nan,nan,nan
2187,0,nan,nan,nan,nan,nan
2188,0,nan,nan,nan,nan,nan
2189,0,nan,nan,nan,nan,nan
2190,0,nan,nan,nan,nan,nan
2191,0,nan,nan,nan,nan,nan
2192,0,nan,nan,nan,nan,nan
2193,0,nan,nan,nan,nan,nan
2194,0,nan,nan,nan,nan,nan
2195,0,nan,nan,nan,nan,nan
2196,0,nan,nan,nan,nan,nan
2197,0,nan,nan,nan,nan,nan
2198,0,nan,nan,nan,nan,nan
2199,0,nan,nan,nan,nan,nan
2200,0,nan,nan,nan,nan,nan
2201,0,nan,nan,nan,nan,nan
2202,0,nan,nan,nan,nan,nan
2203,0,nan,nan,nan,nan,nan
2204,0,nan,nan,nan,nan,nan
2205,0,nan,nan,nan,nan,nan
2206,0,nan,nan,nan,nan,nan
2207,0,nan,nan,nan,nan,nan
2208,0,nan,nan,nan,nan,nan
2209,0,nan,nan,nan,nan,nan
2210,0,nan,nan,nan,nan,nan
2211,0,nan,nan,nan,nan,nan
2212,0,nan,nan,nan,nan,nan
2213,0,nan,nan,nan,nan,nan
2214,0,nan,nan,nan,nan,nan
2215,0,nan,nan,nan,nan,nan
2216,0,nan,nan,nan,nan,nan
2217,0,nan,nan,nan,nan,nan
2218,0,nan,nan,nan,nan,nan
2219,0,nan,nan,nan,nan,nan
2220,0,nan,nan,nan,nan,nan
2221,0,nan,nan,nan,nan,nan
2222,0,nan,nan,nan,nan,nan
2223,0,nan,nan,nan,nan,nan
2224,0,nan,nan,nan,nan,nan
2225,0,nan,nan,nan,nan,nan
2226,0,nan,nan,nan,nan,nan
2227,0,nan,nan,nan,nan,nan
2228,0,nan,nan,nan,nan,nan
2229,0,nan,nan,nan,nan,nan
2230,0,nan,nan,nan,nan,nan
2231,0,nan,nan,nan,nan,nan
2232,0,nan,nan,nan,nan,nan
2233,0,nan,nan,nan,nan,nan
2234,0,nan,nan,nan,nan,nan
2235,0,nan,nan,nan,nan,nan
2236,0,nan,nan,nan,nan,nan
2237,0,nan,nan,nan,nan,nan
2238,0,nan,nan,nan,nan,nan
2239,0,nan,nan,nan,nan,nan
2240,0,nan,nan,nan,nan,nan
2241,0,nan,nan,nan,nan,nan
2242,0,nan,nan,nan,nan,nan
2243,0,nan,nan,nan,nan,nan
2244,0,nan,nan,nan,nan,nan
2245,0,nan,nan,nan,nan,nan
2246,0,nan,nan,nan,nan,nan
2247,0,nan,nan,nan,nan,nan
2248,0,nan,nan,nan,nan,nan
2249,0,nan,nan,nan,nan,nan
2250,0,nan,nan,nan,nan,nan
2251,0,nan,nan,nan,nan,nan
2252,0,nan,nan,nan,nan,nan
2253,0,nan,nan,nan,nan,nan
2254,0,nan,nan,nan,nan,nan
2255,0,nan,nan,nan,nan,nan
2256,0,nan,nan,nan,nan,nan
2257,0,nan,nan,nan,nan,nan
2258,0,nan,nan,nan,nan,nan
2259,0,nan,nan,nan,nan,nan
2260,0,nan,nan,nan,nan,nan
2261,0,nan,nan,nan,nan,nan
2262,0,nan,nan,nan,nan,nan
2263,0,nan,nan,nan,nan,nan
2264,0,nan,nan,nan,nan,nan
2265,0,nan,nan,nan,nan,nan
2266,0,nan,nan,nan,nan,nan
2267,0,nan,nan,nan,nan,nan
2268,0,nan,nan,nan,nan,nan
2269,0,nan,nan,nan,nan,nan
2270,0,nan,nan,nan,nan,nan
2271,0,nan,nan,nan,nan,nan
2272,0,nan,nan,nan,nan,nan
2273,0,nan,nan,nan,nan,nan
2274,0,nan,nan,nan,nan,nan
2275,0,nan,nan,nan,nan,nan
2276,0,nan,nan,nan,nan,nan
2277,0,nan,nan,nan,nan,nan
2278,0,nan,nan,nan,nan,nan
2279,0,nan,nan,nan,nan,nan
2280,0,nan,nan,nan,nan,nan
2281,0,nan,nan,nan,nan,nan
2282,0,nan,nan,nan,nan,nan
2283,0,nan,nan,nan,nan,nan
2284,0,nan,nan,nan,nan,nan
2285,0,nan,nan,nan,nan,nan
2286,0,nan,nan,nan,nan,nan
2287,0,nan,nan,nan,nan,nan
2288,0,nan,nan,nan,nan,nan
2289,0,nan,nan,nan,nan,nan
2290,0,nan,nan,nan,nan,nan
2291,0,nan,nan,nan,nan,nan
2292,0,nan,nan,nan,nan,nan
2293,0,nan,nan,nan,nan,nan
2294,0,nan,nan,nan,nan,nan
2295,0,nan,nan,nan,nan,nan
2296,0,nan,nan,nan,nan,nan
2297,0,nan,nan,nan,nan,nan
2298,0,nan,nan,nan,nan,nan
2299,0,nan,nan,nan,nan,nan
2300,0,nan,nan,nan,nan,nan
2301,0,nan,nan,nan,nan,nan
2302,0,nan,nan,nan,nan,nan
2303,0,nan,nan,nan,nan,nan
2304,0,nan,nan,nan,nan,nan
2305,0,nan,nan,nan,nan,nan
2306,0,nan,nan,nan,nan,nan
2307,0,nan,nan,nan,nan,nan
2308,0,nan,nan,nan,nan,nan
2309,0,nan,nan,nan,nan,nan
2310,0,nan,nan,nan,nan,nan
2311,0,nan,nan,nan,nan,nan
2312,0,nan,nan,nan,nan,nan
2313,0,nan,nan,nan,nan,nan
2314,0,nan,nan,nan,nan,nan
2315,0,nan,nan,nan,nan,nan
2316,0,nan,nan,nan,nan,nan
2317,0,nan,nan,nan,nan,nan
2318,0,nan,nan,nan,nan,nan
2319,0,nan,nan,nan,nan,nan
2320,0,nan,nan,nan,nan,nan
2321,0,nan,nan,nan,nan,nan
2322,0,nan,nan,nan,nan,nan
2323,0,nan,nan,nan,nan,nan
2324,0,nan,nan,nan,nan,nan
2325,0,nan,nan,nan,nan,nan
2326,0,nan,nan,nan,nan,nan
2327,0,nan,nan,nan,nan,nan
2328,0,nan,nan,nan,nan,nan
2329,0,nan,nan,nan,nan,nan
2330,0,nan,nan,nan,nan,nan
2331,0,nan,nan,nan,nan,nan
2332,0,nan,nan,nan,nan,nan
2333,0,nan,nan,nan,nan,nan
2334,0,nan,nan,nan,nan,nan
2335,0,nan,nan,nan,nan,nan
2336,0,nan,nan,nan,nan,nan
2337,0,nan,nan,nan,nan,nan
2338,0,nan,nan,nan,nan,nan
2339,0,nan,nan,nan,nan,nan
2340,0,nan,nan,nan,nan,nan
2341,0,nan,nan,nan,nan,nan
2342,0,nan,nan,nan,nan,nan
2343,0,nan,nan,nan,nan,nan
2344,0,nan,nan,nan,nan,nan
2345,0,nan,nan,nan,nan,nan
2346,0,nan,nan,nan,nan,nan
2347,0,nan,nan,nan,nan,nan
2348,0,nan,nan,nan,nan,nan
2349,0,nan,nan,nan,nan,nan
2350,0,nan,nan,nan,nan,nan
2351,0,nan,nan,nan,nan,nan
2352,0,nan,nan,nan,nan,nan
2353,0,nan,nan,nan,nan,nan
2354,0,nan,nan,nan,nan,nan
2355,0,nan,nan,nan,nan,nan
2356,0,nan,nan,nan,nan,nan
2357,0,nan,nan,nan,nan,nan
