E_minus_Ef_eV,totalDOS,pdos_Mg,pdos_O
6.840,0.00000,0.00000,0.00000
6.860,0.00000,0.00000,0.00000
6.880,0.00000,0.00000,0.00000
6.900,0.00000,0.00000,0.00000
6.920,0.00000,0.00000,0.00000
6.940,0.00000,0.00000,0.00000
6.960,0.00000,0.00000,0.00000
6.980,0.00000,0.00000,0.00000
7.000,0.00000,0.00000,0.00000
7.020,0.00000,0.00000,0.00000
7.040,0.00000,0.00000,0.00000
7.060,0.00000,0.00000,0.00000
7.080,0.00000,0.00000,0.00000
7.100,0.00000,0.00000,0.00000
7.120,0.00000,0.00000,0.00000
7.140,0.00000,0.00000,0.00000
7.160,0.00000,0.00000,0.00000
7.180,0.00000,0.00000,0.00000
7.200,0.00000,0.00000,0.00000
7.220,0.00000,0.00000,0.00000
7.240,0.00000,0.00000,0.00000
7.260,0.00000,0.00000,0.00000
7.280,0.00000,0.00000,0.00000
7.300,0.00000,0.00000,0.00000
7.320,0.00000,0.00000,0.00000
7.340,0.00000,0.00000,0.00000
7.360,0.00000,0.00000,0.00000
7.380,0.00000,0.00000,0.00000
7.400,0.00000,0.00000,0.00000
7.420,0.00000,0.00000,0.00000
7.440,0.00000,0.00000,0.00000
7.460,0.00000,0.00000,0.00000
7.480,0.00000,0.00000,0.00000
7.500,0.00000,0.00000,0.00000
7.520,0.00000,0.00000,0.00000
7.540,0.00000,0.00000,0.00000
7.560,0.00000,0.00000,0.00000
7.580,0.00000,0.00000,0.00000
7.600,0.00000,0.00000,0.00000
7.620,0.00000,0.00000,0.00000
7.640,0.00000,0.00000,0.00000
7.660,0.00000,0.00000,0.00000
7.680,0.00000,0.00000,0.00000
7.700,0.00000,0.00000,0.00000
7.720,0.00000,0.00000,0.00000
7.740,0.00000,0.00000,0.00000
7.760,0.00000,0.00000,0.00000
7.780,0.00000,0.00000,0.00000
7.800,0.00000,0.00000,0.00000
7.820,0.00000,0.00000,0.00000
7.840,0.00000,0.00000,0.00000
7.860,0.00000,0.00000,0.00000
7.880,0.00000,0.00000,0.00000
7.900,0.00000,0.00000,0.00000
7.920,0.00000,0.00000,0.00000
7.940,0.00000,0.00000,0.00000
7.960,0.00000,0.00000,0.00000
7.980,0.00000,0.00000,0.00000
8.000,0.00000,0.00000,0.00000
8.020,0.00000,0.00000,0.00000
8.040,0.00000,0.00000,0.00000
8.060,0.00000,0.00000,0.00000
8.080,0.00000,0.00000,0.00000
8.100,0.00000,0.00000,0.00000
8.120,0.00000,0.00000,0.00000
8.140,0.00000,0.00000,0.00000
8.160,0.00000,0.00000,0.00000
8.180,0.00000,0.00000,0.00000
8.200,0.00000,0.00000,0.00000
8.220,0.00000,0.00000,0.00000
8.240,0.00000,0.00000,0.00000
8.260,0.00000,0.00000,0.00000
8.280,0.00000,0.00000,0.00000
8.300,0.00000,0.00000,0.00000
8.320,0.00000,0.00000,0.00000
8.340,0.00000,0.00000,0.00000
8.360,0.00000,0.00000,0.00000
8.380,0.00000,0.00000,0.00000
8.400,0.00000,0.00000,0.00000
8.420,0.00000,0.00000,0.00000
8.440,0.00000,0.00000,0.00000
8.460,0.00000,0.00000,0.00000
8.480,0.00000,0.00000,0.00000
8.500,0.00001,0.00000,0.00000
8.520,0.00002,0.00001,0.00000
8.540,0.00004,0.00003,0.00001
8.560,0.00011,0.00008,0.00003
8.580,0.00029,0.00022,0.00007
8.600,0.00071,0.00054,0.00017
8.620,0.00167,0.00127,0.00040
8.640,0.00381,0.00289,0.00092
8.660,0.00833,0.00632,0.00202
8.680,0.01751,0.01327,0.00424
8.700,0.03535,0.02680,0.00856
8.720,0.06858,0.05199,0.01660
8.740,0.12782,0.09689,0.03093
8.760,0.22889,0.17350,0.05539
8.780,0.39381,0.29851,0.09530
8.800,0.65099,0.49346,0.15754
8.820,1.03392,0.78372,0.25020
8.840,1.57772,1.19592,0.38180
8.860,2.31313,1.75336,0.55976
8.880,3.25834,2.46984,0.78850
8.900,4.40984,3.34268,1.06716
8.920,5.73425,4.34660,1.38766
8.940,7.16406,5.43040,1.73366
8.960,8.59943,6.51842,2.08102
8.980,9.91764,7.51763,2.40002
9.000,10.98944,8.33005,2.65939
9.020,11.69959,8.86835,2.83124
9.040,11.96724,9.07123,2.89601
9.060,11.76104,8.91493,2.84611
9.080,11.10518,8.41778,2.68739
9.100,10.07473,7.63670,2.43803
9.120,8.78152,6.65644,2.12508
9.140,7.35418,5.57451,1.77967
9.160,5.91735,4.48538,1.43197
9.180,4.57455,3.46753,1.10702
9.200,3.39780,2.57555,0.82225
9.220,2.42479,1.83801,0.58679
9.240,1.66257,1.26024,0.40233
9.260,1.09525,0.83021,0.26505
9.280,0.69323,0.52547,0.16776
9.300,0.42157,0.31955,0.10202
9.320,0.24631,0.18671,0.05961
9.340,0.13827,0.10481,0.03346
9.360,0.07458,0.05653,0.01805
9.380,0.03865,0.02929,0.00935
9.400,0.01924,0.01459,0.00466
9.420,0.00920,0.00698,0.00223
9.440,0.00423,0.00321,0.00102
9.460,0.00187,0.00142,0.00045
9.480,0.00079,0.00060,0.00019
9.500,0.00032,0.00024,0.00008
9.520,0.00013,0.00010,0.00003
9.540,0.00005,0.00004,0.00001
9.560,0.00002,0.00001,0.00000
9.580,0.00001,0.00000,0.00000
9.600,0.00000,0.00000,0.00000
9.620,0.00000,0.00000,0.00000
9.640,0.00000,0.00000,0.00000
9.660,0.00000,0.00000,0.00000
9.680,0.00000,0.00000,0.00000
9.700,0.00000,0.00000,0.00000
9.720,0.00000,0.00000,0.00000
9.740,0.00000,0.00000,0.00000
9.760,0.00000,0.00000,0.00000
9.780,0.00000,0.00000,0.00000
9.800,0.00000,0.00000,0.00000
9.820,0.00000,0.00000,0.00000
9.840,0.00000,0.00000,0.00000
9.860,0.00000,0.00000,0.00000
9.880,0.00000,0.00000,0.00000
9.900,0.00000,0.00000,0.00000
9.920,0.00000,0.00000,0.00000
9.940,0.00000,0.00000,0.00000
9.960,0.00000,0.00000,0.00000
9.980,0.00000,0.00000,0.00000
10.000,0.00000,0.00000,0.00000
10.020,0.00000,0.00000,0.00000
10.040,0.00000,0.00000,0.00000
10.060,0.00000,0.00000,0.00000
10.080,0.00000,0.00000,0.00000
10.100,0.00000,0.00000,0.00000
10.120,0.00000,0.00000,0.00000
10.140,0.00000,0.00000,0.00000
10.160,0.00000,0.00000,0.00000
10.180,0.00000,0.00000,0.00000
10.200,0.00000,0.00000,0.00000
10.220,0.00000,0.00000,0.00000
10.240,0.00000,0.00000,0.00000
10.260,0.00000,0.00000,0.00000
10.280,0.00000,0.00000,0.00000
10.300,0.00000,0.00000,0.00000
10.320,0.00000,0.00000,0.00000
10.340,0.00000,0.00000,0.00000
10.360,0.00000,0.00000,0.00000
10.380,0.00000,0.00000,0.00000
10.400,0.00000,0.00000,0.00000
10.420,0.00000,0.00000,0.00000
10.440,0.00000,0.00000,0.00000
10.460,0.00000,0.00000,0.00000
10.480,0.00000,0.00000,0.00000
10.500,0.00000,0.00000,0.00000
10.520,0.00000,0.00000,0.00000
10.540,0.00000,0.00000,0.00000
10.560,0.00000,0.00000,0.00000
10.580,0.00000,0.00000,0.00000
10.600,0.00000,0.00000,0.00000
10.620,0.00000,0.00000,0.00000
10.640,0.00000,0.00000,0.00000
10.660,0.00000,0.00000,0.00000
10.680,0.00000,0.00000,0.00000
10.700,0.00000,0.00000,0.00000
10.720,0.00000,0.00000,0.00000
10.740,0.00000,0.00000,0.00000
10.760,0.00000,0.00000,0.00000
10.780,0.00000,0.00000,0.00000
10.800,0.00000,0.00000,0.00000
10.820,0.00000,0.00000,0.00000
10.840,0.00000,0.00000,0.00000
10.860,0.00000,0.00000,0.00000
10.880,0.00000,0.00000,0.00000
10.900,0.00000,0.00000,0.00000
10.920,0.00000,0.00000,0.00000
10.940,0.00000,0.00000,0.00000
10.960,0.00000,0.00000,0.00000
10.980,0.00000,0.00000,0.00000
11.000,0.00000,0.00000,0.00000
11.020,0.00000,0.00000,0.00000
11.040,0.00000,0.00000,0.00000
11.060,0.00000,0.00000,0.00000
11.080,0.00000,0.00000,0.00000
11.100,0.00000,0.00000,0.00000
11.120,0.00000,0.00000,0.00000
11.140,0.00000,0.00000,0.00000
11.160,0.00000,0.00000,0.00000
11.180,0.00000,0.00000,0.00000
11.200,0.00000,0.00000,0.00000
11.220,0.00000,0.00000,0.00000
11.240,0.00000,0.00000,0.00000
11.260,0.00000,0.00000,0.00000
11.280,0.00000,0.00000,0.00000
11.300,0.00000,0.00000,0.00000
11.320,0.00000,0.00000,0.00000
11.340,0.00000,0.00000,0.00000
11.360,0.00000,0.00000,0.00000
11.380,0.00000,0.00000,0.00000
11.400,0.00000,0.00000,0.00000
11.420,0.00000,0.00000,0.00000
11.440,0.00000,0.00000,0.00000
11.460,0.00000,0.00000,0.00000
11.480,0.00000,0.00000,0.00000
11.500,0.00000,0.00000,0.00000
11.520,0.00000,0.00000,0.00000
11.540,0.00000,0.00000,0.00000
11.560,0.00000,0.00000,0.00000
11.580,0.00000,0.00000,0.00000
11.600,0.00000,0.00000,0.00000
11.620,0.00000,0.00000,0.00000
11.640,0.00000,0.00000,0.00000
11.660,0.00000,0.00000,0.00000
11.680,0.00000,0.00000,0.00000
11.700,0.00000,0.00000,0.00000
11.720,0.00000,0.00000,0.00000
11.740,0.00000,0.00000,0.00000
11.760,0.00000,0.00000,0.00000
11.780,0.00000,0.00000,0.00000
11.800,0.00000,0.00000,0.00000
11.820,0.00000,0.00000,0.00000
11.840,0.00000,0.00000,0.00000
11.860,0.00000,0.00000,0.00000
11.880,0.00000,0.00000,0.00000
11.900,0.00000,0.00000,0.00000
11.920,0.00000,0.00000,0.00000
11.940,0.00000,0.00000,0.00000
11.960,0.00000,0.00000,0.00000
11.980,0.00000,0.00000,0.00000
