E_minus_Ef_eV,totalDOS,pdos_Cl,pdos_Mg
-1.080,2.00054,1.64941,0.35113
-1.060,2.86659,2.36309,0.50349
-1.040,3.98687,3.28608,0.70079
-1.020,5.38474,4.43749,0.94725
-1.000,7.06492,5.82111,1.24382
-0.980,9.00586,7.41905,1.58681
-0.960,11.15325,9.18651,1.96674
-0.940,13.41663,11.04895,2.36769
-0.920,15.67082,12.90328,2.76754
-0.900,17.76369,14.62436,3.13934
-0.880,19.53079,16.07691,3.45388
-0.860,20.81524,17.13200,3.68324
-0.840,21.49029,17.68550,3.80479
-0.820,21.47988,17.67502,3.80486
-0.800,20.77275,17.09146,3.68129
-0.780,19.42637,15.98225,3.44412
-0.760,17.55944,14.44513,3.11431
-0.740,15.33416,12.61359,2.72058
-0.720,12.93217,10.63703,2.29514
-0.700,10.52924,8.66003,1.86922
-0.680,8.27385,6.80464,1.46921
-0.660,6.27320,5.15898,1.11422
-0.640,4.58820,3.77308,0.81512
-0.620,3.23655,2.66146,0.57509
-0.600,2.20166,1.81042,0.39124
-0.580,1.44429,1.18768,0.25661
-0.560,0.91415,0.75191,0.16223
-0.540,0.55951,0.46065,0.09886
-0.520,0.33386,0.27580,0.05806
-0.500,0.19959,0.16671,0.03288
-0.480,0.12932,0.11133,0.01799
-0.460,0.10569,0.09611,0.00958
-0.440,0.12027,0.11520,0.00507
-0.420,0.17218,0.16932,0.00287
-0.400,0.26653,0.26454,0.00199
-0.380,0.41268,0.41077,0.00191
-0.360,0.62228,0.61992,0.00237
-0.340,0.90690,0.90368,0.00322
-0.320,1.27541,1.27099,0.00442
-0.300,1.73164,1.72571,0.00593
-0.280,2.27264,2.26493,0.00770
-0.260,2.88829,2.87861,0.00968
-0.240,3.56256,3.55080,0.01176
-0.220,4.27600,4.26214,0.01386
-0.200,5.00886,4.99299,0.01587
-0.180,5.74348,5.72577,0.01771
-0.160,6.46480,6.44549,0.01931
-0.140,7.15856,7.13793,0.02063
-0.120,7.80759,7.78592,0.02166
-0.100,8.38775,8.36536,0.02239
-0.080,8.86571,8.84291,0.02280
-0.060,9.20023,9.17738,0.02285
-0.040,9.34776,9.32525,0.02251
-0.020,9.27126,9.24952,0.02174
-0.000,8.94999,8.92946,0.02053
0.020,8.38708,8.36817,0.01890
0.040,7.61239,7.59548,0.01691
0.060,6.67958,6.66491,0.01468
0.080,5.65791,5.64559,0.01232
0.100,4.62110,4.61111,0.01000
0.120,3.63612,3.62830,0.00782
0.140,2.75453,2.74863,0.00590
0.160,2.00799,2.00371,0.00429
0.180,1.40806,1.40506,0.00300
0.200,0.94953,0.94752,0.00202
0.220,0.61566,0.61436,0.00130
0.240,0.38375,0.38294,0.00081
0.260,0.22993,0.22945,0.00049
0.280,0.13242,0.13214,0.00028
0.300,0.07329,0.07314,0.00015
0.320,0.03899,0.03891,0.00008
0.340,0.01993,0.01989,0.00004
0.360,0.00979,0.00977,0.00002
0.380,0.00462,0.00461,0.00001
0.400,0.00210,0.00209,0.00000
0.420,0.00091,0.00091,0.00000
0.440,0.00038,0.00038,0.00000
0.460,0.00015,0.00015,0.00000
0.480,0.00006,0.00006,0.00000
0.500,0.00002,0.00002,0.00000
0.520,0.00001,0.00001,0.00000
0.540,0.00000,0.00000,0.00000
0.560,0.00000,0.00000,0.00000
0.580,0.00000,0.00000,0.00000
0.600,0.00000,0.00000,0.00000
0.620,0.00000,0.00000,0.00000
0.640,0.00000,0.00000,0.00000
0.660,0.00000,0.00000,0.00000
0.680,0.00000,0.00000,0.00000
0.700,0.00000,0.00000,0.00000
0.720,0.00000,0.00000,0.00000
0.740,0.00000,0.00000,0.00000
0.760,0.00000,0.00000,0.00000
0.780,0.00000,0.00000,0.00000
0.800,0.00000,0.00000,0.00000
0.820,0.00000,0.00000,0.00000
0.840,0.00000,0.00000,0.00000
0.860,0.00000,0.00000,0.00000
0.880,0.00000,0.00000,0.00000
0.900,0.00000,0.00000,0.00000
0.920,0.00000,0.00000,0.00000
0.940,0.00000,0.00000,0.00000
0.960,0.00000,0.00000,0.00000
0.980,0.00000,0.00000,0.00000
1.000,0.00000,0.00000,0.00000
1.020,0.00000,0.00000,0.00000
1.040,0.00000,0.00000,0.00000
1.060,0.00000,0.00000,0.00000
1.080,0.00000,0.00000,0.00000
1.100,0.00000,0.00000,0.00000
1.120,0.00000,0.00000,0.00000
1.140,0.00000,0.00000,0.00000
1.160,0.00000,0.00000,0.00000
1.180,0.00000,0.00000,0.00000
1.200,0.00000,0.00000,0.00000
1.220,0.00000,0.00000,0.00000
1.240,0.00000,0.00000,0.00000
1.260,0.00000,0.00000,0.00000
1.280,0.00000,0.00000,0.00000
1.300,0.00000,0.00000,0.00000
1.320,0.00000,0.00000,0.00000
1.340,0.00000,0.00000,0.00000
1.360,0.00000,0.00000,0.00000
1.380,0.00000,0.00000,0.00000
1.400,0.00000,0.00000,0.00000
1.420,0.00000,0.00000,0.00000
1.440,0.00000,0.00000,0.00000
1.460,0.00000,0.00000,0.00000
1.480,0.00000,0.00000,0.00000
1.500,0.00000,0.00000,0.00000
1.520,0.00000,0.00000,0.00000
1.540,0.00000,0.00000,0.00000
1.560,0.00000,0.00000,0.00000
1.580,0.00000,0.00000,0.00000
1.600,0.00000,0.00000,0.00000
1.620,0.00000,0.00000,0.00000
1.640,0.00000,0.00000,0.00000
1.660,0.00000,0.00000,0.00000
1.680,0.00000,0.00000,0.00000
1.700,0.00000,0.00000,0.00000
1.720,0.00000,0.00000,0.00000
1.740,0.00000,0.00000,0.00000
1.760,0.00000,0.00000,0.00000
1.780,0.00000,0.00000,0.00000
1.800,0.00000,0.00000,0.00000
1.820,0.00000,0.00000,0.00000
1.840,0.00000,0.00000,0.00000
1.860,0.00000,0.00000,0.00000
1.880,0.00000,0.00000,0.00000
1.900,0.00000,0.00000,0.00000
1.920,0.00000,0.00000,0.00000
1.940,0.00000,0.00000,0.00000
1.960,0.00000,0.00000,0.00000
1.980,0.00000,0.00000,0.00000
2.000,0.00000,0.00000,0.00000
2.020,0.00000,0.00000,0.00000
2.040,0.00000,0.00000,0.00000
2.060,0.00000,0.00000,0.00000
2.080,0.00000,0.00000,0.00000
2.100,0.00000,0.00000,0.00000
2.120,0.00000,0.00000,0.00000
2.140,0.00000,0.00000,0.00000
2.160,0.00000,0.00000,0.00000
2.180,0.00000,0.00000,0.00000
2.200,0.00000,0.00000,0.00000
2.220,0.00000,0.00000,0.00000
2.240,0.00000,0.00000,0.00000
2.260,0.00000,0.00000,0.00000
2.280,0.00000,0.00000,0.00000
2.300,0.00000,0.00000,0.00000
2.320,0.00000,0.00000,0.00000
2.340,0.00000,0.00000,0.00000
2.360,0.00000,0.00000,0.00000
2.380,0.00000,0.00000,0.00000
2.400,0.00000,0.00000,0.00000
2.420,0.00001,0.00000,0.00001
2.440,0.00002,0.00001,0.00002
2.460,0.00006,0.00002,0.00004
2.480,0.00015,0.00005,0.00011
2.500,0.00037,0.00011,0.00026
2.520,0.00087,0.00026,0.00061
2.540,0.00193,0.00058,0.00135
2.560,0.00414,0.00124,0.00289
2.580,0.00851,0.00256,0.00595
2.600,0.01682,0.00506,0.01176
2.620,0.03195,0.00961,0.02234
2.640,0.05829,0.01753,0.04077
2.660,0.10220,0.03073,0.07147
2.680,0.17215,0.05176,0.12039
2.700,0.27861,0.08377,0.19484
2.720,0.43322,0.13026,0.30296
2.740,0.64722,0.19460,0.45261
2.760,0.92901,0.27933,0.64968
2.780,1.28122,0.38523,0.89598
2.800,1.69766,0.51045,1.18721
2.820,2.16127,0.64984,1.51142
2.840,2.64359,0.79487,1.84872
2.860,3.10677,0.93414,2.17264
2.880,3.50798,1.05477,2.45321
2.900,3.80574,1.14430,2.66144
2.920,3.96703,1.19279,2.77423
2.940,3.97335,1.19469,2.77866
2.960,3.82439,1.14990,2.67448
2.980,3.53826,1.06387,2.47439
3.000,3.14844,0.94666,2.20178
3.020,2.69808,0.81125,1.88684
3.040,2.23349,0.67155,1.56194
3.060,1.79809,0.54063,1.25746
3.080,1.42833,0.42943,0.99889
3.100,1.15180,0.34627,0.80554
3.120,0.98748,0.29682,0.69066
3.140,0.94705,0.28461,0.66245
3.160,1.03650,0.31141,0.72509
3.180,1.25688,0.37754,0.87934
3.200,1.60416,0.48176,1.12240
3.220,2.06815,0.62099,1.44715
3.240,2.63117,0.78990,1.84127
3.260,3.26743,0.98071,2.28672
3.280,3.94348,1.18334,2.76014
3.300,4.62025,1.38604,3.23420
3.320,5.25619,1.57633,3.67986
3.340,5.81105,1.74213,4.06892
3.360,6.24941,1.87284,4.37657
3.380,6.54341,1.96016,4.58325
3.400,6.67459,1.99862,4.67597
3.420,6.63477,1.98586,4.64892
3.440,6.42637,1.92269,4.50368
3.460,6.06228,1.81304,4.24924
3.480,5.56524,1.66379,3.90146
3.500,4.96648,1.48429,3.48219
3.520,4.30326,1.28570,3.01756
3.540,3.61553,1.07995,2.53558
3.560,2.94181,0.87852,2.06329
3.580,2.31528,0.69129,1.62399
3.600,1.76058,0.52559,1.23499
3.620,1.29228,0.38574,0.90654
3.640,0.91481,0.27304,0.64177
3.660,0.62414,0.18627,0.43787
3.680,0.41015,0.12240,0.28775
3.700,0.25948,0.07743,0.18205
3.720,0.15797,0.04714,0.11084
3.740,0.09252,0.02761,0.06492
3.760,0.05212,0.01555,0.03657
3.780,0.02823,0.00842,0.01981
3.800,0.01470,0.00439,0.01031
3.820,0.00736,0.00220,0.00516
3.840,0.00354,0.00106,0.00248
3.860,0.00164,0.00049,0.00115
3.880,0.00073,0.00022,0.00051
3.900,0.00031,0.00009,0.00022
3.920,0.00013,0.00004,0.00009
3.940,0.00005,0.00002,0.00004
3.960,0.00002,0.00001,0.00001
3.980,0.00001,0.00000,0.00000
4.000,0.00000,0.00000,0.00000
4.020,0.00000,0.00000,0.00000
4.040,0.00000,0.00000,0.00000
4.060,0.00000,0.00000,0.00000
4.080,0.00000,0.00000,0.00000
4.100,0.00000,0.00000,0.00000
4.120,0.00000,0.00000,0.00000
4.140,0.00000,0.00000,0.00000
4.160,0.00000,0.00000,0.00000
4.180,0.00000,0.00000,0.00000
4.200,0.00000,0.00000,0.00000
4.220,0.00000,0.00000,0.00000
4.240,0.00000,0.00000,0.00000
4.260,0.00000,0.00000,0.00000
4.280,0.00000,0.00000,0.00000
4.300,0.00000,0.00000,0.00000
4.320,0.00000,0.00000,0.00000
4.340,0.00000,0.00000,0.00000
4.360,0.00000,0.00000,0.00000
4.380,0.00000,0.00000,0.00000
4.400,0.00000,0.00000,0.00000
4.420,0.00000,0.00000,0.00000
4.440,0.00000,0.00000,0.00000
4.460,0.00000,0.00000,0.00000
4.480,0.00000,0.00000,0.00000
4.500,0.00000,0.00000,0.00000
4.520,0.00000,0.00000,0.00000
4.540,0.00000,0.00000,0.00000
4.560,0.00000,0.00000,0.00000
4.580,0.00000,0.00000,0.00000
4.600,0.00000,0.00000,0.00000
4.620,0.00000,0.00000,0.00000
4.640,0.00000,0.00000,0.00000
4.660,0.00000,0.00000,0.00000
4.680,0.00000,0.00000,0.00000
4.700,0.00000,0.00000,0.00000
4.720,0.00000,0.00000,0.00000
4.740,0.00000,0.00000,0.00000
4.760,0.00000,0.00000,0.00000
4.780,0.00000,0.00000,0.00000
4.800,0.00000,0.00000,0.00000
4.820,0.00000,0.00000,0.00000
4.840,0.00000,0.00000,0.00000
4.860,0.00000,0.00000,0.00000
4.880,0.00000,0.00000,0.00000
4.900,0.00000,0.00000,0.00000
4.920,0.00000,0.00000,0.00000
4.940,0.00000,0.00000,0.00000
4.960,0.00000,0.00000,0.00000
4.980,0.00000,0.00000,0.00000
5.000,0.00000,0.00000,0.00000
5.020,0.00000,0.00000,0.00000
5.040,0.00000,0.00000,0.00000
5.060,0.00000,0.00000,0.00000
5.080,0.00000,0.00000,0.00000
5.100,0.00000,0.00000,0.00000
5.120,0.00000,0.00000,0.00000
5.140,0.00000,0.00000,0.00000
5.160,0.00000,0.00000,0.00000
5.180,0.00000,0.00000,0.00000
5.200,0.00000,0.00000,0.00000
5.220,0.00000,0.00000,0.00000
5.240,0.00000,0.00000,0.00000
5.260,0.00000,0.00000,0.00000
5.280,0.00000,0.00000,0.00000
5.300,0.00000,0.00000,0.00000
5.320,0.00000,0.00000,0.00000
5.340,0.00000,0.00000,0.00000
5.360,0.00000,0.00000,0.00000
5.380,0.00000,0.00000,0.00000
5.400,0.00000,0.00000,0.00000
5.420,0.00000,0.00000,0.00000
5.440,0.00000,0.00000,0.00000
5.460,0.00000,0.00000,0.00000
5.480,0.00000,0.00000,0.00000
5.500,0.00000,0.00000,0.00000
5.520,0.00000,0.00000,0.00000
5.540,0.00000,0.00000,0.00000
5.560,0.00000,0.00000,0.00000
5.580,0.00000,0.00000,0.00000
5.600,0.00000,0.00000,0.00000
5.620,0.00000,0.00000,0.00000
5.640,0.00000,0.00000,0.00000
5.660,0.00000,0.00000,0.00000
5.680,0.00000,0.00000,0.00000
5.700,0.00000,0.00000,0.00000
5.720,0.00000,0.00000,0.00000
5.740,0.00000,0.00000,0.00000
5.760,0.00000,0.00000,0.00000
5.780,0.00000,0.00000,0.00000
5.800,0.00000,0.00000,0.00000
5.820,0.00000,0.00000,0.00000
5.840,0.00001,0.00000,0.00001
5.860,0.00003,0.00001,0.00002
5.880,0.00008,0.00002,0.00006
5.900,0.00019,0.00005,0.00014
5.920,0.00046,0.00012,0.00034
5.940,0.00105,0.00027,0.00078
5.960,0.00232,0.00060,0.00172
5.980,0.00494,0.00128,0.00365
6.000,0.01008,0.00262,0.00746
6.020,0.01979,0.00514,0.01465
6.040,0.03734,0.00970,0.02764
6.060,0.06774,0.01759,0.05016
6.080,0.11821,0.03068,0.08752
6.100,0.19840,0.05148,0.14692
6.120,0.32041,0.08311,0.23730
6.140,0.49806,0.12913,0.36893
6.160,0.74553,0.19318,0.55236
6.180,1.07521,0.27840,0.79681
6.200,1.49499,0.38675,1.10824
6.220,2.00554,0.51827,1.48727
6.240,2.59812,0.67053,1.92758
6.260,3.25356,0.83839,2.41517
6.280,3.94295,1.01419,2.92876
6.300,4.62988,1.18836,3.44152
6.320,5.27407,1.35044,3.92362
6.340,5.83550,1.49018,4.34532
6.360,6.27841,1.59857,4.67984
6.380,6.57437,1.66868,4.90569
6.400,6.70447,1.69617,5.00831
6.420,6.66043,1.67949,4.98094
6.440,6.44504,1.61993,4.82511
6.460,6.07205,1.52146,4.55058
6.480,5.56535,1.39049,4.17486
6.500,4.95739,1.23535,3.72205
6.520,4.28656,1.06569,3.22087
6.540,3.59350,0.89157,2.70193
6.560,2.91706,0.72248,2.19459
6.580,2.29025,0.56640,1.72386
6.600,1.73727,0.42911,1.30816
6.620,1.27199,0.31386,0.95812
6.640,0.89820,0.22145,0.67676
6.660,0.61128,0.15061,0.46067
6.680,0.40070,0.09867,0.30203
6.700,0.25288,0.06224,0.19063
6.720,0.15358,0.03779,0.11579
6.740,0.08973,0.02207,0.06766
6.760,0.05042,0.01240,0.03802
6.780,0.02725,0.00670,0.02055
6.800,0.01415,0.00348,0.01068
6.820,0.00707,0.00174,0.00533
6.840,0.00339,0.00083,0.00256
6.860,0.00157,0.00038,0.00118
6.880,0.00069,0.00017,0.00052
6.900,0.00030,0.00007,0.00022
6.920,0.00012,0.00003,0.00009
6.940,0.00005,0.00001,0.00004
6.960,0.00002,0.00000,0.00001
6.980,0.00001,0.00000,0.00000
7.000,0.00000,0.00000,0.00000
7.020,0.00000,0.00000,0.00000
7.040,0.00000,0.00000,0.00000
7.060,0.00000,0.00000,0.00000
7.080,0.00000,0.00000,0.00000
7.100,0.00000,0.00000,0.00000
7.120,0.00001,0.00000,0.00001
7.140,0.00002,0.00001,0.00002
7.160,0.00006,0.00001,0.00004
7.180,0.00015,0.00004,0.00011
7.200,0.00036,0.00009,0.00027
7.220,0.00083,0.00020,0.00063
7.240,0.00185,0.00045,0.00140
7.260,0.00397,0.00096,0.00301
7.280,0.00818,0.00198,0.00621
7.300,0.01621,0.00391,0.01229
7.320,0.03085,0.00745,0.02340
7.340,0.05642,0.01362,0.04280
7.360,0.09914,0.02394,0.07520
7.380,0.16737,0.04041,0.12695
7.400,0.27148,0.06555,0.20592
7.420,0.42308,0.10216,0.32092
7.440,0.63349,0.15297,0.48052
7.460,0.91135,0.22006,0.69129
7.480,1.25968,0.30417,0.95550
7.500,1.67287,0.40395,1.26892
7.520,2.13448,0.51541,1.61906
7.540,2.61667,0.63185,1.98483
7.560,3.08203,0.74422,2.33781
7.580,3.48780,0.84220,2.64560
7.600,3.79222,0.91571,2.87652
7.620,3.96155,0.95659,3.00496
7.640,3.97617,0.96012,3.01604
7.660,3.83436,0.92588,2.90847
7.680,3.55262,0.85785,2.69477
7.700,3.16251,0.76365,2.39886
7.720,2.70486,0.65314,2.05172
7.740,2.22272,0.53672,1.68600
7.760,1.75491,0.42376,1.33115
7.780,1.33122,0.32145,1.00977
7.800,0.97023,0.23428,0.73595
7.820,0.67941,0.16406,0.51535
7.840,0.45710,0.11038,0.34672
7.860,0.29548,0.07135,0.22413
7.880,0.18351,0.04431,0.13920
7.900,0.10950,0.02644,0.08306
7.920,0.06278,0.01516,0.04762
7.940,0.03458,0.00835,0.02623
7.960,0.01830,0.00442,0.01388
7.980,0.00931,0.00225,0.00706
8.000,0.00455,0.00110,0.00345
8.020,0.00214,0.00052,0.00162
8.040,0.00097,0.00023,0.00073
8.060,0.00043,0.00010,0.00033
8.080,0.00021,0.00005,0.00016
8.100,0.00017,0.00004,0.00012
8.120,0.00027,0.00008,0.00019
8.140,0.00058,0.00017,0.00042
8.160,0.00131,0.00037,0.00094
8.180,0.00286,0.00081,0.00205
8.200,0.00599,0.00170,0.00429
8.220,0.01208,0.00342,0.00865
8.240,0.02339,0.00663,0.01676
8.260,0.04354,0.01234,0.03120
8.280,0.07785,0.02206,0.05579
8.300,0.13375,0.03790,0.09585
8.320,0.22078,0.06256,0.15821
8.340,0.35014,0.09922,0.25092
8.360,0.53353,0.15119,0.38234
8.380,0.78110,0.22135,0.55975
8.400,1.09871,0.31135,0.78736
8.420,1.48486,0.42078,1.06408
8.440,1.92805,0.54637,1.38168
8.460,2.40535,0.68163,1.72372
8.480,2.88315,0.81703,2.06612
8.500,3.32035,0.94092,2.37942
8.520,3.67391,1.04112,2.63279
8.540,3.90572,1.10681,2.79891
8.560,3.98935,1.13051,2.85885
8.580,3.91500,1.10944,2.80556
8.600,3.69139,1.04607,2.64532
8.620,3.34407,0.94765,2.39642
8.640,2.91065,0.82482,2.08582
8.660,2.43406,0.68977,1.74430
8.680,1.95570,0.55421,1.40149
8.700,1.50974,0.42783,1.08191
8.720,1.11977,0.31732,0.80245
8.740,0.79796,0.22613,0.57184
8.760,0.54634,0.15482,0.39152
8.780,0.35940,0.10185,0.25755
8.800,0.22715,0.06437,0.16278
8.820,0.13794,0.03909,0.09885
8.840,0.08048,0.02281,0.05767
8.860,0.04511,0.01278,0.03233
8.880,0.02430,0.00689,0.01741
8.900,0.01257,0.00356,0.00901
8.920,0.00625,0.00177,0.00448
8.940,0.00299,0.00085,0.00214
8.960,0.00137,0.00039,0.00098
8.980,0.00060,0.00017,0.00043
9.000,0.00026,0.00007,0.00018
9.020,0.00010,0.00003,0.00007
9.040,0.00004,0.00001,0.00003
9.060,0.00002,0.00000,0.00001
9.080,0.00001,0.00000,0.00000
9.100,0.00000,0.00000,0.00000
9.120,0.00000,0.00000,0.00000
9.140,0.00000,0.00000,0.00000
9.160,0.00000,0.00000,0.00000
9.180,0.00000,0.00000,0.00000
9.200,0.00000,0.00000,0.00000
9.220,0.00000,0.00000,0.00000
9.240,0.00000,0.00000,0.00000
9.260,0.00000,0.00000,0.00000
9.280,0.00000,0.00000,0.00000
9.300,0.00000,0.00000,0.00000
9.320,0.00000,0.00000,0.00000
9.340,0.00000,0.00000,0.00000
9.360,0.00000,0.00000,0.00000
9.380,0.00000,0.00000,0.00000
9.400,0.00000,0.00000,0.00000
9.420,0.00000,0.00000,0.00000
9.440,0.00000,0.00000,0.00000
9.460,0.00000,0.00000,0.00000
9.480,0.00000,0.00000,0.00000
9.500,0.00000,0.00000,0.00000
9.520,0.00000,0.00000,0.00000
9.540,0.00000,0.00000,0.00000
9.560,0.00000,0.00000,0.00000
9.580,0.00000,0.00000,0.00000
9.600,0.00000,0.00000,0.00000
9.620,0.00000,0.00000,0.00000
9.640,0.00000,0.00000,0.00000
9.660,0.00000,0.00000,0.00000
9.680,0.00000,0.00000,0.00000
9.700,0.00000,0.00000,0.00000
9.720,0.00000,0.00000,0.00000
9.740,0.00000,0.00000,0.00000
9.760,0.00000,0.00000,0.00000
9.780,0.00000,0.00000,0.00000
9.800,0.00000,0.00000,0.00000
9.820,0.00000,0.00000,0.00000
9.840,0.00000,0.00000,0.00000
9.860,0.00000,0.00000,0.00000
9.880,0.00001,0.00000,0.00000
9.900,0.00001,0.00001,0.00001
9.920,0.00004,0.00003,0.00001
9.940,0.00010,0.00007,0.00004
9.960,0.00025,0.00016,0.00009
9.980,0.00060,0.00039,0.00021
10.000,0.00138,0.00090,0.00049
10.020,0.00305,0.00198,0.00107
10.040,0.00649,0.00421,0.00228
10.060,0.01328,0.00861,0.00468
10.080,0.02615,0.01693,0.00921
10.100,0.04953,0.03206,0.01747
10.120,0.09029,0.05841,0.03189
10.140,0.15848,0.10243,0.05605
10.160,0.26783,0.17294,0.09488
10.180,0.43595,0.28117,0.15478
10.200,0.68365,0.44028,0.24337
10.220,1.03324,0.66421,0.36903
10.240,1.50561,0.96569,0.53992
10.260,2.11625,1.35358,0.76267
10.280,2.87077,1.82989,1.04089
10.300,3.76079,2.38711,1.37367
10.320,4.76131,3.00666,1.75465
10.340,5.83069,3.65903,2.17166
10.360,6.91368,4.30627,2.60741
10.380,7.94762,4.90653,3.04109
10.400,8.87100,5.42029,3.45072
10.420,9.63293,5.81707,3.81586
10.440,10.20179,6.08142,4.12037
10.460,10.57166,6.21694,4.35472
10.480,10.76518,6.24754,4.51764
10.500,10.83218,6.21541,4.61677
10.520,10.84400,6.17583,4.66816
10.540,10.88374,6.18934,4.69441
10.560,11.03326,6.31201,4.72126
10.580,11.35830,6.58522,4.77307
10.600,11.89392,7.02634,4.86758
10.620,12.63316,7.62219,5.01097
10.640,13.52167,8.32698,5.19468
10.660,14.46089,9.06595,5.39494
10.680,15.32063,9.74494,5.57569
10.700,15.95937,10.26468,5.69469
10.720,16.24893,10.53732,5.71161
10.740,16.09802,10.50177,5.59625
10.760,15.46934,10.13445,5.33489
10.780,14.38632,9.45306,4.93325
10.800,12.92797,8.51255,4.41543
10.820,11.21366,7.39450,3.81916
10.840,9.38166,6.19271,3.18895
10.860,7.56681,4.99821,2.56861
10.880,5.88204,3.88702,1.99502
10.900,4.40691,2.91264,1.49427
10.920,3.18427,2.10383,1.08044
10.940,2.22395,1.46712,0.75683
10.960,1.51103,0.99225,0.51878
10.980,1.01618,0.65901,0.35717
11.000,0.70519,0.44349,0.26170
11.020,0.54643,0.32304,0.22340
11.040,0.51505,0.27908,0.23597
11.060,0.59415,0.29816,0.29599
11.080,0.77322,0.37119,0.40203
11.100,1.04465,0.49174,0.55291
11.120,1.39934,0.65366,0.74568
11.140,1.82242,0.84886,0.97356
11.160,2.29028,1.06568,1.22460
11.180,2.76974,1.28829,1.48146
11.200,3.22008,1.49754,1.72253
11.220,3.59758,1.67302,1.92455
11.240,3.86203,1.79597,2.06606
11.260,3.98346,1.85243,2.13103
11.280,3.94764,1.83577,2.11187
11.300,3.75876,1.74793,2.01083
11.320,3.43859,1.59904,1.83955
11.340,3.02235,1.40548,1.61687
11.360,2.55233,1.18691,1.36543
11.380,2.07090,0.96303,1.10787
11.400,1.61439,0.75074,0.86365
11.420,1.20916,0.56230,0.64687
11.440,0.87014,0.40464,0.46550
11.460,0.60162,0.27977,0.32185
11.480,0.39966,0.18585,0.21380
11.500,0.25508,0.11862,0.13646
11.520,0.15642,0.07274,0.08368
11.540,0.09216,0.04286,0.04930
11.560,0.05217,0.02426,0.02791
11.580,0.02837,0.01319,0.01518
11.600,0.01483,0.00689,0.00793
11.620,0.00744,0.00346,0.00398
11.640,0.00359,0.00167,0.00192
11.660,0.00166,0.00077,0.00089
11.680,0.00074,0.00034,0.00040
11.700,0.00032,0.00015,0.00017
11.720,0.00013,0.00006,0.00007
11.740,0.00005,0.00002,0.00003
11.760,0.00002,0.00001,0.00001
11.780,0.00001,0.00000,0.00000
11.800,0.00000,0.00000,0.00000
11.820,0.00000,0.00000,0.00000
11.840,0.00000,0.00000,0.00000
11.860,0.00000,0.00000,0.00000
11.880,0.00000,0.00000,0.00000
11.900,0.00000,0.00000,0.00000
11.920,0.00000,0.00000,0.00000
11.940,0.00000,0.00000,0.00000
11.960,0.00000,0.00000,0.00000
11.980,0.00000,0.00000,0.00000
